Case#,name,fe1,fe2,fe3,fe4,fe5,fe6,fe7,fe8,fe9,fe10,fe11,fe12,fe13,fe14,fe15,fe16,fe17,fe18,fe19,fe20,fe21,fe22,fe23,fe24,fe25,fe26,fe27,fe28,fe29,fe30,fe31,fe32,fe33,fe34,fe35,fe36,fe37,fe38,fe39,fe40,fe41,fe42,fe43,fe44,fe45,fe46,fe47,fe48,fe49,fe50,fe51,fe52,fe53,fe54,fe55,fe56,fe57,fe58,fe59,fe60,fe61,fe62,fe63,fe64,fe65,fe66,fe67,fe68,fe69,fe70,fe71,fe72,fe73,fe74,fe75,fe76,fe77,fe78,fe79,fe80,fe81,fe82,fe83,fe84,fe85,fe86,fe87,fe88,fe89,fe90,fe91,fe92,fe93,fe94,fe95,fe96,fe97,fe98,fe99,fe100,fe101,fe102,fe103,fe104,fe105,fe106,fe107,fe108,fe109,fe110,fe111,fe112,fe113,fe114,fe115,fe116,fe117,fe118,fe119,fe120,fe121,fe122,fe123,fe124,fe125,fe126,fe127,fe128
20,Brenda,-0.14765319228172302,0.0729748010635376,0.08852174133062363,-0.04064159095287323,-0.024745067581534386,-0.11915241181850433,0.03455282002687454,-0.16610191762447357,0.20465196669101715,-0.11408577859401703,0.2887130379676819,0.018169092014431953,-0.20967872440814972,-0.05554485693573952,0.04194123297929764,0.1315128356218338,-0.15635356307029724,-0.07170169800519943,-0.12137167155742645,-0.08637223392724991,0.001454494777135551,0.036339595913887024,0.009470149874687195,0.059286732226610184,-0.04513814300298691,-0.26291102170944214,-0.13622774183750153,-0.13736847043037415,0.03026609867811203,-0.023875873535871506,-0.004526899196207523,0.11030302941799164,-0.15436960756778717,-0.08877807855606079,-0.026582183316349983,0.01265257503837347,0.02145323157310486,-0.0035732598043978214,0.19200770556926727,-0.021710742264986038,-0.16685780882835388,-0.043414585292339325,-0.02378224954009056,0.23311130702495575,0.20018917322158813,-0.04968877509236336,-0.03202156722545624,-0.017768511548638344,0.02967672236263752,-0.1997814029455185,0.011674026027321815,0.09005644917488098,0.13174323737621307,0.027175845578312874,-0.02790776453912258,-0.17534896731376648,-0.03327080234885216,0.07248266041278839,-0.20979267358779907,-0.019812460988759995,0.08594043552875519,-0.17642569541931152,-0.13796758651733398,-0.006747368257492781,0.2394251525402069,0.10920695960521698,-0.14231805503368378,-0.11186585575342178,0.2271490842103958,-0.10785341262817383,0.02711203694343567,0.07695488631725311,-0.16825087368488312,-0.15102672576904297,-0.20558395981788635,0.06842225790023804,0.38856837153434753,0.05747981369495392,-0.20048554241657257,0.015448826365172863,-0.27250397205352783,-0.015931475907564163,-0.04519033432006836,-0.015240782871842384,-0.01766941510140896,-0.000928657129406929,-0.10844840854406357,0.00011902116239070892,0.11701732873916626,-0.016785141080617905,0.014565739780664444,0.3167526125907898,0.00857110321521759,-0.009190356358885765,0.027464276179671288,0.0034873178228735924,-0.011717647314071655,-0.08573950827121735,-0.1511685699224472,-0.05562868341803551,0.026344552636146545,-0.09855059534311295,-0.027546614408493042,0.10789446532726288,-0.2323508858680725,0.1895189881324768,0.05592689663171768,0.037686921656131744,0.04997388646006584,-0.014222626574337482,-0.0684947744011879,-0.10292470455169678,0.21802952885627747,-0.1976209431886673,0.1045662984251976,0.14306612312793732,0.05774648115038872,0.15594801306724548,-0.002232216764241457,0.08406826108694077,-0.07405996322631836,-0.07821959257125854,-0.23267798125743866,-0.005706183146685362,0.10873863846063614,-0.04021773487329483,0.0003768531605601311,0.07348352670669556
21,Brenda,-0.16748455166816711,0.07491755485534668,0.12401556223630905,-0.0377383679151535,-0.022127274423837662,-0.11686156690120697,0.013372254557907581,-0.14503663778305054,0.18008866906166077,-0.09541065245866776,0.31162601709365845,0.01043547410517931,-0.21335723996162415,-0.04459252581000328,0.03429504483938217,0.12497769296169281,-0.16661755740642548,-0.05195235460996628,-0.12481938302516937,-0.07296371459960938,6.520922761410475e-05,0.031020760536193848,0.004376151133328676,0.046991392970085144,-0.06937364488840103,-0.30441635847091675,-0.12142413854598999,-0.1332671195268631,0.03735063225030899,0.015152855776250362,-0.005056093446910381,0.10172130912542343,-0.17077767848968506,-0.07827626168727875,-0.009786298498511314,0.01832808181643486,0.0020600762218236923,0.002476596739143133,0.17628319561481476,-0.015837687999010086,-0.17425023019313812,-0.06618864089250565,-0.03316167742013931,0.21058709919452667,0.18568214774131775,-0.025237612426280975,-0.002392500638961792,-0.0207330584526062,0.028356531634926796,-0.21769601106643677,0.0038331784307956696,0.11149657517671585,0.12458789348602295,0.039108145982027054,-0.03369411081075668,-0.185278058052063,-0.025173833593726158,0.06176789849996567,-0.20772583782672882,-0.0054894983768463135,0.08829861134290695,-0.1906173825263977,-0.1407364159822464,-0.015164853073656559,0.24159061908721924,0.11282113194465637,-0.15586677193641663,-0.11856472492218018,0.23752538859844208,-0.10731042921543121,0.04751411825418472,0.08649351447820663,-0.15517795085906982,-0.1647152304649353,-0.23274719715118408,0.06238667294383049,0.38739046454429626,0.07708306610584259,-0.1879323273897171,0.002546634990721941,-0.2989945113658905,0.014238019473850727,-0.053496379405260086,-0.019836045801639557,-0.04162874072790146,0.025507278740406036,-0.10324692726135254,-0.013145014643669128,0.12073756754398346,-0.01622314192354679,0.014054915867745876,0.3272674083709717,0.0019228141754865646,0.010284991934895515,0.031024202704429626,-0.002442810917273164,-0.024467408657073975,-0.11435388773679733,-0.13048678636550903,-0.05065188184380531,0.027097877115011215,-0.10686644166707993,-0.004002072848379612,0.10063613951206207,-0.2347366362810135,0.18478602170944214,0.03853042796254158,0.05562123656272888,0.07054149359464645,0.0008354786550626159,-0.08143111318349838,-0.12643210589885712,0.2171591818332672,-0.2063317447900772,0.11178425699472427,0.15729430317878723,0.07695168256759644,0.16521860659122467,0.038854941725730896,0.0772041529417038,-0.09210958331823349,-0.07764733582735062,-0.21070492267608643,-0.01344225462526083,0.09036330878734589,-0.0438234806060791,-0.006040859967470169,0.060898661613464355
22,Brenda,-0.19171781837940216,0.07800590246915817,0.08844269067049026,-0.04077208787202835,0.003408999415114522,-0.11430486291646957,0.03670142590999603,-0.1497041881084442,0.1566925197839737,-0.1095033660531044,0.2802608013153076,-0.013571267947554588,-0.20166587829589844,-0.09067215770483017,0.08143141120672226,0.10603511333465576,-0.15366888046264648,-0.06088339537382126,-0.13766849040985107,-0.10129660367965698,0.0027382078114897013,0.07465069741010666,0.00557977519929409,0.09091858565807343,-0.06819107383489609,-0.28454136848449707,-0.09866873174905777,-0.1573300063610077,0.04620496556162834,-0.009489171206951141,-0.037738166749477386,0.06627421826124191,-0.1736149787902832,-0.06930109113454819,-0.018912892788648605,0.02199280634522438,0.02207913249731064,-0.022271331399679184,0.17976731061935425,0.00785748939961195,-0.17311812937259674,-0.05349547415971756,-0.032882459461688995,0.2260357290506363,0.22866027057170868,-0.032544855028390884,-0.05008015036582947,-0.02664145641028881,0.0754614844918251,-0.20806735754013062,0.011626126244664192,0.09832371771335602,0.10359108448028564,0.0339902862906456,-0.025398235768079758,-0.17152829468250275,-0.06693821400403976,0.048756860196590424,-0.20423159003257751,-0.029738496989011765,0.06447306275367737,-0.17916981875896454,-0.14879775047302246,-0.054199445992708206,0.24625252187252045,0.12661558389663696,-0.15672732889652252,-0.11569497734308243,0.24530354142189026,-0.13097615540027618,0.019546881318092346,0.10311990976333618,-0.13388943672180176,-0.13268046081066132,-0.18817628920078278,0.09967275708913803,0.32962068915367126,0.0804935023188591,-0.20395901799201965,-0.023704513907432556,-0.29358965158462524,0.014551803469657898,-0.02716515026986599,-0.0029179053381085396,-0.010692142881453037,-0.007919603027403355,-0.07238466292619705,-0.02419556863605976,0.13602574169635773,-0.0014766668900847435,0.015708575025200844,0.33388468623161316,-0.000749003142118454,-0.007990233600139618,0.041408248245716095,-0.0013639481039717793,-0.044813819229602814,-0.09649510681629181,-0.13072694838047028,-0.050125520676374435,0.05634597688913345,-0.11018529534339905,0.0017665443010628223,0.11668288707733154,-0.24228744208812714,0.19419978559017181,0.041198354214429855,0.034625839442014694,0.09318342059850693,-0.029360564425587654,-0.06628669053316116,-0.09574542194604874,0.18917885422706604,-0.20890922844409943,0.1392320841550827,0.12317273020744324,0.0794011577963829,0.1720956265926361,0.008189480751752853,0.09268808364868164,-0.08823349326848984,-0.07633350044488907,-0.22339178621768951,-0.03004717454314232,0.13275612890720367,-0.021053723990917206,-0.009540088474750519,0.04208781197667122
23,Denzel Washington,-0.09447868168354034,0.1649082601070404,0.14231057465076447,0.06003464013338089,-0.03570699319243431,-0.020943887531757355,0.03816638141870499,-0.1448764055967331,0.25451162457466125,-0.048430755734443665,0.2595081925392151,-0.006171359680593014,-0.16674470901489258,-0.16957050561904907,-0.011265463195741177,0.1680230051279068,-0.09827008843421936,-0.11156617850065231,-0.14907343685626984,-0.017030512914061546,-0.028148850426077843,-0.04104900360107422,0.04650270193815231,0.042090144008398056,-0.048677653074264526,-0.37111690640449524,-0.07536960393190384,-0.18689300119876862,0.004256017506122589,-0.1915474534034729,-0.02463025227189064,-0.005507183261215687,-0.1790863573551178,-0.11060022562742233,-0.09272152930498123,0.028841346502304077,-0.034408219158649445,-0.018174557015299797,0.16404227912425995,-0.03138063848018646,-0.2123512327671051,-0.0036928984336555004,-0.035089634358882904,0.2458999902009964,0.28426122665405273,-0.03378156200051308,0.024999374523758888,-0.008738560602068901,0.08468697220087051,-0.2175562083721161,0.03673948347568512,0.056032124906778336,0.1788700371980667,0.02466420829296112,0.10026524215936661,-0.13284295797348022,-0.09176317602396011,0.11486516892910004,-0.17956098914146423,0.08959801495075226,0.10096416622400284,-0.09873057901859283,-0.10015325248241425,0.04526950791478157,0.24972276389598846,0.1582159698009491,-0.138064444065094,-0.0843314453959465,0.1831502765417099,-0.14394620060920715,0.07217095792293549,0.07382786273956299,-0.10229337215423584,-0.18649247288703918,-0.27392587065696716,0.10159610211849213,0.4305107295513153,0.06297887861728668,-0.2846061885356903,-0.12895259261131287,-0.1990140676498413,0.08232910186052322,-0.005732497200369835,0.028228983283042908,-0.048901982605457306,-0.027909981086850166,-0.149730384349823,-0.047015801072120667,0.11592162400484085,0.023377804085612297,-0.021616969257593155,0.22845318913459778,-0.060923367738723755,-0.0824243575334549,-0.019894694909453392,0.012423745356500149,-0.05354957655072212,-0.015966570004820824,-0.1267828643321991,-0.03520636633038521,0.01753615215420723,-0.10047895461320877,-0.03696073964238167,0.04890425130724907,-0.16794458031654358,0.11552367359399796,0.009831152856349945,0.03820642828941345,0.025062434375286102,-0.004315054044127464,-0.1194518655538559,-0.02604006789624691,0.24281390011310577,-0.23149296641349792,0.21802574396133423,0.13036847114562988,-0.03407925367355347,0.11746254563331604,0.009947417303919792,0.12352170050144196,-0.039314255118370056,-0.04990628734230995,-0.09618852287530899,-0.02840753085911274,0.029531124979257584,-0.060314424335956573,0.04500236734747887,0.01490290742367506
24,Denzel Washington,-0.16877101361751556,0.14688324928283691,0.04238539934158325,0.01796204037964344,-0.07514511793851852,0.00599473575130105,0.002974359318614006,-0.15912023186683655,0.15750068426132202,-0.060020629316568375,0.21858589351177216,-0.04791494831442833,-0.2858366072177887,-0.14642669260501862,0.0014604972675442696,0.09540525823831558,-0.10518299788236618,-0.1055469810962677,-0.15513265132904053,-0.14115434885025024,-0.02431543730199337,0.03901442885398865,0.043831873685121536,0.05185407027602196,-0.09315896034240723,-0.3868381679058075,-0.08399393409490585,-0.21342024207115173,0.010506161488592625,-0.17047663033008575,-0.10364988446235657,-0.023562543094158173,-0.1385892629623413,-0.08187495917081833,-0.0730995461344719,-0.0019333120435476303,0.03939304128289223,0.029049409553408623,0.14556291699409485,-0.035759251564741135,-0.15761251747608185,-0.055773500353097916,0.05088016390800476,0.24935190379619598,0.2639712989330292,0.03774501010775566,-0.04175141081213951,0.03460374101996422,0.03983018547296524,-0.21876296401023865,0.025446154177188873,0.11178576946258545,0.19510790705680847,-0.026067160069942474,0.08457329869270325,-0.09335639327764511,-0.12651047110557556,0.0488705039024353,-0.17480653524398804,0.024815985932946205,0.08354032039642334,-0.13365106284618378,-0.13780248165130615,-0.01787763461470604,0.2978420853614807,0.151397705078125,-0.13715562224388123,-0.033446066081523895,0.17857806384563446,-0.19796176254749298,0.005629615392535925,0.010371044278144836,-0.10044460743665695,-0.14916671812534332,-0.23756612837314606,0.07353153079748154,0.4090268909931183,0.1373540610074997,-0.21815238893032074,-0.03416207805275917,-0.21316666901111603,0.012975619174540043,0.017213275656104088,-0.022490551695227623,-0.08910240232944489,-0.017581649124622345,-0.10809754580259323,0.04436849057674408,0.12696005403995514,-0.013232922181487083,0.012967124581336975,0.19603121280670166,-0.03452549874782562,0.023142019286751747,0.02152612805366516,0.007399743888527155,-0.0856265127658844,-0.08326037228107452,-0.07952357828617096,0.018812144175171852,0.03059352934360504,-0.09196332097053528,0.02637370303273201,0.04467674717307091,-0.15950189530849457,0.11155493557453156,0.028757859021425247,-0.03492089360952377,0.012829842045903206,-0.02775174006819725,-0.05247972160577774,-0.03539179638028145,0.21392704546451569,-0.24579490721225739,0.16972526907920837,0.13610491156578064,-0.04113299027085304,0.15676194429397583,-0.019022315740585327,0.05855567008256912,-0.03897753730416298,-0.0399167500436306,-0.1511537730693817,-0.0935543030500412,0.0876922756433487,-0.12775012850761414,0.07606170326471329,0.021669723093509674
25,Denzel Washington,-0.12740546464920044,0.121942900121212,0.051519423723220825,0.051251303404569626,-0.028798576444387436,5.021132528781891e-05,0.003298044204711914,-0.1807546615600586,0.21437761187553406,-0.08631277084350586,0.25489020347595215,0.024583756923675537,-0.208810955286026,-0.21656225621700287,-0.06658829748630524,0.16531698405742645,-0.11349581182003021,-0.1601414531469345,-0.14251303672790527,-0.08517436683177948,-0.03931175172328949,-0.03611450269818306,0.07294262200593948,0.0694415420293808,-0.058741405606269836,-0.36180728673934937,-0.06333466619253159,-0.2270420491695404,-0.012441950850188732,-0.16806696355342865,-0.06896286457777023,0.03565140813589096,-0.17086230218410492,-0.08940695971250534,-0.040082160383462906,0.04931566119194031,-0.014246031641960144,0.04212180897593498,0.17540615797042847,-0.03071964532136917,-0.11322975158691406,0.0019199671223759651,-0.01205955445766449,0.29164859652519226,0.24872353672981262,0.015130851417779922,0.030235785990953445,-0.017593935132026672,0.10872281342744827,-0.23047642409801483,0.07902558892965317,0.08437741547822952,0.16449318826198578,0.04019947350025177,0.10649554431438446,-0.1679636389017105,-0.0630931705236435,0.08966332674026489,-0.15323930978775024,0.0879758819937706,0.0745585486292839,-0.06607667356729507,-0.12119791656732559,0.02003459632396698,0.29468920826911926,0.1728145182132721,-0.15235181152820587,-0.054349951446056366,0.1987350881099701,-0.16009972989559174,0.06280405819416046,0.03379759564995766,-0.13186681270599365,-0.16527943313121796,-0.2278781533241272,0.08332285284996033,0.4717051088809967,0.12281371653079987,-0.2588074505329132,-0.10224805772304535,-0.16137093305587769,0.05750762298703194,0.023337269201874733,0.003410537727177143,-0.10098624229431152,-0.015917649492621422,-0.12245479226112366,-0.022879552096128464,0.11182377487421036,0.07603292167186737,-0.05777100473642349,0.19401836395263672,-0.02702041156589985,-0.034787312150001526,0.058435022830963135,-0.012423560954630375,-0.040629759430885315,-0.06649478524923325,-0.15539540350437164,6.408989429473877e-05,-0.0892794281244278,-0.11642236262559891,-0.05052647367119789,-0.0004239249974489212,-0.0989149659872055,0.1270703822374344,0.00011497782543301582,0.0315193310379982,-0.06212089583277702,0.02499864622950554,-0.12336269021034241,-0.0005474422359839082,0.18898753821849823,-0.244726300239563,0.23686377704143524,0.12436214089393616,0.04670298472046852,0.16776838898658752,-0.009663385339081287,0.10812423378229141,-0.05363871529698372,-0.03965916112065315,-0.10241513699293137,-0.08218687772750854,0.05723477900028229,-0.08617151528596878,0.0859837755560875,0.013554682955145836
26,Denzel Washington,-0.12866243720054626,0.18115955591201782,0.07133804261684418,0.02304835245013237,-0.011756920255720615,0.0595320463180542,0.03247302025556564,-0.17431165277957916,0.19988222420215607,-0.033920783549547195,0.27996957302093506,-0.0033068545162677765,-0.2824144959449768,-0.18238142132759094,-0.0374876968562603,0.12725578248500824,-0.15779860317707062,-0.09894710034132004,-0.11378567665815353,-0.09904325008392334,-0.026410862803459167,0.007732821628451347,0.020144334062933922,0.03798821568489075,-0.06770776212215424,-0.3540530204772949,-0.06687389314174652,-0.2548729181289673,-0.014639714732766151,-0.13086502254009247,-0.07724540680646896,-0.009692355990409851,-0.13107694685459137,-0.08115343004465103,-0.08700718730688095,-0.07519576698541641,0.008544025011360645,0.0018629804253578186,0.1781553477048874,-0.0076100206933915615,-0.12342023849487305,-0.035381920635700226,0.005426118150353432,0.26487305760383606,0.27148348093032837,-0.026144543662667274,-0.02675768919289112,0.019027160480618477,0.04746124520897865,-0.2017706334590912,0.02453923039138317,0.11826551705598831,0.19297458231449127,0.02245691977441311,0.06878843903541565,-0.14529210329055786,-0.10100127756595612,0.03203364461660385,-0.20188279449939728,0.04676631838083267,0.07092553377151489,-0.1254250854253769,-0.12228573858737946,0.021952657029032707,0.2352781891822815,0.14146466553211212,-0.13311317563056946,-0.07556888461112976,0.17489653825759888,-0.14187085628509521,0.03356018662452698,0.03906752169132233,-0.1411636769771576,-0.197138249874115,-0.22297950088977814,0.12153131514787674,0.42117270827293396,0.1695893555879593,-0.2546447515487671,-0.07876940816640854,-0.21470853686332703,0.004409259185194969,0.05223173648118973,-0.002752276137471199,-0.048587456345558167,-0.046975068747997284,-0.1114475280046463,-0.011072488501667976,0.06284689903259277,0.02243935689330101,-0.05920746922492981,0.2412061095237732,-0.06092085689306259,-0.048473626375198364,0.02602434530854225,0.02110443264245987,-0.05063481628894806,-0.023432321846485138,-0.10346425324678421,-0.014808240346610546,0.009252116084098816,-0.10166898369789124,0.011610712856054306,0.040104590356349945,-0.14745447039604187,0.10141249001026154,0.034645598381757736,0.009803823195397854,-0.004304961301386356,-0.050694987177848816,-0.08074270933866501,0.008602350018918514,0.23780283331871033,-0.24499621987342834,0.1857401430606842,0.11179393529891968,-0.006531638093292713,0.1574297845363617,-0.0032720761373639107,0.06300082802772522,-0.05852897837758064,-0.08320682495832443,-0.14602042734622955,-0.07960101962089539,0.07164032012224197,-0.06962563097476959,0.09315714240074158,0.007160733453929424
27,Denzel Washington,-0.14181941747665405,0.12425755709409714,0.06543567031621933,0.052562929689884186,-0.019439807161688805,-0.0054215299896895885,0.06189590319991112,-0.07848261296749115,0.16020414233207703,-0.06762230396270752,0.25173497200012207,0.04116690531373024,-0.17218060791492462,-0.24642367660999298,0.020223703235387802,0.11223281919956207,-0.14640125632286072,-0.15899984538555145,-0.19202759861946106,-0.085951067507267,-0.06722675263881683,-0.031817249953746796,0.03845270723104477,0.055078137665987015,-0.06334521621465683,-0.3666548430919647,-0.0254107266664505,-0.21345402300357819,0.0869341567158699,-0.18626679480075836,-0.0018665967509150505,-0.000900154176633805,-0.1598123461008072,-0.06428885459899902,-0.06875579804182053,0.04288194701075554,0.008218499831855297,-0.011562494561076164,0.19462800025939941,-0.08055883646011353,-0.13502733409404755,-0.018908165395259857,0.001551227644085884,0.3165660798549652,0.28004512190818787,0.0020438835490494967,0.0015938077121973038,0.05891454219818115,0.11583057045936584,-0.23309326171875,0.05426407605409622,0.08599599450826645,0.16226889193058014,0.035963453352451324,0.06743953377008438,-0.13031406700611115,-0.058689363300800323,0.08471459150314331,-0.18482352793216705,0.04893595725297928,0.03397583216428757,-0.09426260739564896,-0.10130961984395981,0.01622062735259533,0.2916997969150543,0.08987453579902649,-0.16495199501514435,-0.0742899477481842,0.18772143125534058,-0.2226613312959671,0.08416276425123215,0.053160037845373154,-0.09642628580331802,-0.13067880272865295,-0.21149896085262299,0.1369451880455017,0.4372543692588806,0.16089656949043274,-0.2230282425880432,-0.06877784430980682,-0.1975197196006775,0.007997922599315643,-0.008149265311658382,0.05400090292096138,-0.09012355655431747,-0.04573233425617218,-0.14855554699897766,-0.023495499044656754,0.11277884989976883,0.08193367719650269,-0.021958693861961365,0.19997231662273407,0.014953370206058025,-0.09023682028055191,0.016523491591215134,-0.06336157768964767,-0.0673137828707695,-0.04464678093791008,-0.09212910383939743,0.005711234174668789,-0.04135684669017792,-0.11766272783279419,-0.0173072200268507,0.04266686737537384,-0.09983427077531815,0.1499856412410736,0.005008687265217304,0.0522899255156517,0.037486761808395386,0.03495306521654129,-0.08401993662118912,-0.10030268132686615,0.1670774668455124,-0.23628228902816772,0.1635175496339798,0.14498287439346313,0.06434427946805954,0.16762153804302216,0.013541489839553833,0.14997339248657227,-0.026340100914239883,0.005163300782442093,-0.11790201812982559,-0.05081362649798393,0.02424059435725212,-0.09058938175439835,0.07165458798408508,0.021080974489450455
28,Denzel Washington,-0.09344328939914703,0.1383737027645111,0.04828426614403725,0.04632912948727608,-0.04494720324873924,-0.059865910559892654,0.028698589652776718,-0.18141087889671326,0.19706769287586212,-0.05902095139026642,0.29309841990470886,-0.1182633638381958,-0.2292306274175644,-0.14541834592819214,-0.0332525409758091,0.1400473266839981,-0.1272110491991043,-0.1635071039199829,-0.15900367498397827,-0.11485781520605087,-0.034231942147016525,-0.03812684863805771,0.06913009285926819,0.06686705350875854,-0.05911509692668915,-0.3356175720691681,-0.07205129414796829,-0.19072359800338745,0.08871150761842728,-0.1606789082288742,-0.011004985310137272,0.018892237916588783,-0.13445772230625153,-0.12348368763923645,-0.03491895645856857,0.008416440337896347,-0.05188446864485741,-0.06312606483697891,0.22663995623588562,0.005027472972869873,-0.1727570742368698,-0.025631535798311234,-0.037849582731723785,0.3189111649990082,0.22979652881622314,-0.02145984210073948,-0.0029906705021858215,-0.04041489213705063,0.07364191859960556,-0.15591126680374146,0.04007915407419205,0.14849692583084106,0.24894800782203674,0.004909389186650515,0.0797460526227951,-0.11160869896411896,-0.03736959770321846,0.11512847989797592,-0.220949187874794,0.07163318991661072,0.15047019720077515,-0.06829484552145004,-0.07983660697937012,-0.007251787930727005,0.20954552292823792,0.14748404920101166,-0.11739641427993774,-0.10606186091899872,0.1894584447145462,-0.15137192606925964,0.016345446929335594,0.07433909177780151,-0.11395038664340973,-0.18852877616882324,-0.2122342884540558,0.04678118973970413,0.39835551381111145,0.0849367156624794,-0.2473350167274475,-0.10554298758506775,-0.11657670885324478,0.037728071212768555,0.030372492969036102,0.04919841140508652,-0.12287825345993042,-0.04602169618010521,-0.15902948379516602,-0.07391957193613052,0.050661951303482056,-0.003625011071562767,-0.07631801813840866,0.20291295647621155,-0.04806526377797127,-0.08500871062278748,0.06487677991390228,0.007385206874459982,-0.12353364378213882,0.01579424925148487,-0.09435910731554031,-0.05460868775844574,0.023146837949752808,-0.11786068975925446,-0.009224241599440575,0.01168664637953043,-0.08782479912042618,0.12347443401813507,-0.006561505142599344,0.049207188189029694,0.0019897231832146645,-0.0029515966307371855,-0.0758911743760109,-0.06610659509897232,0.2164677530527115,-0.22400368750095367,0.13641472160816193,0.13085561990737915,0.0086868517100811,0.12247619777917862,0.04645295441150665,0.11537047475576401,-0.02627628669142723,-0.001276056282222271,-0.12110116332769394,-0.06086665391921997,-0.008587178774178028,-0.037074435502290726,0.0396307036280632,0.011712489649653435
29,Edwin Paul Suubi,-0.15571264922618866,0.12541906535625458,0.07157168537378311,-0.05096070095896721,-0.021221216768026352,-0.04452643543481827,0.019044741988182068,-0.14249393343925476,0.17735697329044342,-0.11663417518138885,0.22636295855045319,-0.04576622694730759,-0.22586019337177277,-0.07352017611265182,0.08831460773944855,0.17074799537658691,-0.19436202943325043,-0.15197326242923737,-0.1012929156422615,-0.10419504344463348,-0.044790174812078476,0.012637602165341377,-0.012754978612065315,0.12165501713752747,-0.04014316201210022,-0.29905274510383606,-0.12704278528690338,-0.20873576402664185,0.11871630698442459,-0.040409114211797714,-0.0063582900911569595,0.04720393195748329,-0.1887800395488739,-0.04458286985754967,-0.05148826539516449,-0.013541160151362419,0.045346781611442566,-0.05027393996715546,0.1946762651205063,0.028808578848838806,-0.14991521835327148,-0.011227927170693874,-0.03665843605995178,0.25311070680618286,0.22894151508808136,-0.037424080073833466,0.020619137212634087,0.020045064389705658,0.06739488989114761,-0.23094651103019714,-0.036887332797050476,0.06435265392065048,0.10962007939815521,0.04010781645774841,-0.022035593166947365,-0.2574813961982727,-0.04729880392551422,0.027475185692310333,-0.19493192434310913,0.08644216507673264,0.01726817712187767,-0.1674271821975708,-0.11561531573534012,0.011857494711875916,0.3208743631839752,0.08784510940313339,-0.1472974270582199,-0.12682411074638367,0.24740611016750336,-0.127916619181633,0.07269296795129776,0.14135004580020905,-0.17332260310649872,-0.10289185494184494,-0.21527105569839478,0.10660137236118317,0.4033820629119873,0.05074647068977356,-0.21565401554107666,0.002549287863075733,-0.20882044732570648,0.02336248941719532,-0.027805998921394348,0.1006726622581482,-0.006982257589697838,-0.04566224664449692,-0.09924302995204926,-0.018847227096557617,0.15808720886707306,-0.021536150947213173,-0.0034423954784870148,0.2943526804447174,-0.021161135286092758,0.03526696935296059,0.0011286251246929169,0.008594426326453686,-0.024105889722704887,-0.15031524002552032,-0.09667398035526276,-0.053646329790353775,-0.01620178297162056,-0.0669860988855362,-0.07067377865314484,0.09563223272562027,-0.17861372232437134,0.1365344077348709,0.025985699146986008,-0.0013094479218125343,-0.052533432841300964,0.017368068918585777,-0.03988504409790039,-0.047848690301179886,0.21843013167381287,-0.22980543971061707,0.14464473724365234,0.20642857253551483,0.02762196771800518,0.1288391351699829,-0.020349957048892975,0.06700769811868668,-0.060720473527908325,-0.04595243185758591,-0.18201866745948792,-0.029793791472911835,0.09588414430618286,-0.06495267897844315,-0.03115546703338623,0.0258372463285923
